scenario,week,Lake_Arapuni,Lake_Aratiatia,Lake_Atiamuri,Lake_Aviemore,Lake_Benmore,Lake_Cobb,Lake_Coleridge,Lake_Dunstan,Lake_Hawea,Lake_Karapiro,Lake_Maraetai,Lake_Matahina,Lake_Moawhango,Lake_Ohakuri,Lake_Ohau,Lake_Pukaki,Lake_Rotoaira,Lake_Roxburgh,Lake_Taupo,Lake_Tekapo,Lake_Waikaremoana,Lake_Waipapa,Lake_Waitaki,Lake_Wanaka,Lake_Whakamaru,Lakes_Manapouri_Te_Anau,Mangahao_head
1953,1,10.4259,4.044,1.1374,13.6168,34.042,171.1452,2.0186,17.8573,33.3891,11.2473,104.1047,9.8434,20.283,85.677,195.1426,97.9887,10.2363,73.3189,43.997,5.8405,189.8439,65.542,11.3484,2.1484,7.3871,138.1803,14.9121
1953,2,11.6608,4.523,1.2721,10.6553,26.6381,154.6284,1.2056,16.2279,26.9253,12.5795,46.6387,3.8509,22.6855,76.1306,155.3611,71.2839,11.4487,62.569,31.9639,5.2769,134.8156,45.8716,11.297,2.4028,5.7805,120.7329,16.6784
1953,3,12.3096,4.7746,1.3429,8.8179,22.0447,138.6845,0.874,13.2187,21.417,13.2795,78.1269,2.9203,23.9478,71.2797,130.7287,65.1127,12.0858,59.5943,28.3667,4.7328,117.8961,39.7463,17.9723,2.5365,4.7837,104.5877,17.6065
1953,4,11.6459,4.5172,1.2705,9.7034,24.2584,146.2009,1.9781,30.6181,32.1484,12.5634,88.4214,16.0757,22.6565,73.9659,193.6141,99.9513,11.4341,83.9829,39.7477,4.9893,170.1083,58.5297,18.078,2.3998,5.2641,100.1787,16.6571
1953,5,10.9398,4.2433,1.1934,7.9906,19.9766,135.9522,0.8497,37.5139,25.3091,11.8017,60.1167,6.8676,21.2828,68.9777,157.7889,95.2274,10.7409,71.2884,34.3326,4.6395,145.2006,49.5733,17.8829,2.2543,4.3349,92.9433,15.6472
1953,6,8.8239,3.4226,0.9626,8.5969,21.4921,116.9016,1.6384,21.5371,34.7293,9.5191,43.2491,6.0141,17.1665,62.0264,209.5373,88.5207,8.6635,79.971,34.3924,3.9894,145.984,49.8404,10.4564,1.8183,4.6638,95.6533,12.6209
1953,7,12.1746,4.7223,1.3281,10.9285,27.3213,128.4509,12.1881,28.4686,26.1843,13.1338,77.3719,14.2333,23.6851,95.3931,185.5049,118.9261,11.9532,90.6191,44.0464,4.3835,199.203,71.0329,12.637,2.5087,5.9287,91.0503,17.4134
1953,8,11.5172,4.4673,1.2564,7.3577,18.3943,118.3288,4.7814,13.8371,16.9353,12.4246,133.132,6.837,22.4061,69.9724,103.227,66.8186,11.3078,46.7871,22.3383,4.0381,81.233,25.0259,9.4501,2.3732,3.9916,78.0667,16.473
1953,9,11.6974,4.5372,1.2761,6.0301,15.0753,101.1939,2.2087,11.3523,21.1471,12.619,214.9069,10.4414,22.7568,63.8533,154.2303,61.2854,11.4847,54.1611,25.6966,3.4534,101.5826,33.3563,5.2651,2.4104,3.2713,75.0809,16.7308
1953,10,9.3025,3.6082,1.0148,5.0366,12.5914,112.8768,1.4481,10.3681,24.3904,10.0354,298.0334,3.2043,18.0976,59.7594,139.553,64.4696,9.1334,52.9106,23.835,3.8521,93.9993,31.2411,5.6003,1.9169,2.7323,72.6856,13.3054
1953,11,10.0153,3.8847,1.0926,6.0849,15.2123,160.5014,1.1369,10.1289,37.4113,10.8044,211.0007,5.0469,19.4844,54.6674,135.8477,65.8741,9.8332,56.0424,20.1306,5.4773,65.08,17.7497,0.7949,2.0638,3.3011,80.2851,14.325
1953,12,8.1331,3.1547,0.8872,5.7005,14.2511,116.3481,0.8699,7.4031,84.2903,8.7739,431.4651,3.8967,15.8225,51.9831,134.8233,46.027,7.9852,97.8277,21.4679,3.9705,74.9987,22.2097,0.8383,1.6759,3.0925,77.5183,11.6328
1953,13,11.0232,4.2757,1.2025,18.1127,45.2817,165.3995,9.3971,45.7526,36.003,11.8917,335.3567,5.9864,21.4451,53.575,232.9124,139.2133,10.8228,76.331,29.393,5.6445,117.3263,38.6459,4.8373,2.2714,9.8261,139.3074,15.7665
1953,14,8.8305,3.4252,0.9633,12.3102,30.7756,176.5187,5.0849,34.6824,32.8734,9.5263,119.7324,8.3411,17.1794,59.0906,79.9323,42.7366,8.67,67.6054,29.687,6.0239,124.064,41.9587,22.5003,1.8196,6.6783,123.4889,12.6303
1953,15,10.3991,4.0336,1.1345,11.6153,29.0383,160.7904,7.771,24.797,91.5244,11.2185,274.0303,5.0684,20.2311,53.8703,51.2619,42.2467,10.2101,57.7121,24.0267,5.4872,91.9269,29.6411,12.7344,2.1429,6.3013,102.6663,14.8739
1953,16,8.053,3.1236,0.8785,16.0217,40.0543,110.916,3.6284,32.0779,250.5394,8.6874,736.9556,8.1076,15.6667,50.1669,153.1681,81.7959,7.9065,138.341,24.3366,3.7851,91.5009,28.6693,4.4326,1.6594,8.6918,107.499,11.5182
1953,17,12.0992,4.693,1.3199,34.1918,85.4796,231.9417,4.0937,40.7909,98.676,13.0525,1406.7526,6.5231,23.5385,49.096,259.7733,136.2184,11.8793,241.29,30.7383,7.9153,128.8554,43.6746,5.4686,2.4932,18.5491,235.314,17.3056
1953,18,23.7522,9.213,2.5911,40.1845,100.4613,429.2502,7.7061,39.6484,73.0087,25.6236,284.65,8.0656,46.2088,70.9486,235.2574,206.3481,23.3203,73.7456,51.026,14.6487,252.3804,84.3987,35.6264,4.8944,21.8001,364.5133,33.9728
1953,19,12.3833,4.8032,1.3509,15.1787,37.9469,272.2631,5.6513,28.3404,43.3053,13.3589,356.111,12.1391,24.0911,58.6556,92.7244,71.5154,12.1581,57.7127,35.7753,9.2913,214.8867,72.4034,6.1331,2.5517,8.2345,265.3234,17.7118
1953,20,18.7325,7.2659,2.0435,12.1196,30.299,202.4892,10.8453,33.9854,39.185,20.2084,329.7874,11.222,36.4432,78.0224,55.1846,54.3196,18.3919,59.0371,42.366,6.9102,175.0349,62.1949,24.7064,3.86,6.5749,204.8753,26.7931
1953,21,15.4118,5.9779,1.6813,16.7114,41.7784,114.8072,15.4284,31.778,116.0381,16.6261,381.1727,7.809,29.983,70.2827,122.7847,76.1859,15.1316,121.2234,46.6581,3.9179,203.2964,70.5707,7.0893,3.1758,9.0659,244.4813,22.0435
1953,22,16.917,6.5617,1.8455,38.7692,96.923,279.3319,8.657,42.0099,129.042,18.2498,496.7217,10.6051,32.9112,90.2711,191.1451,178.2493,16.6094,175.967,50.4147,9.5325,226.0474,79.0324,15.5531,3.4859,21.0323,286.0474,24.1964
1953,23,20.2476,7.8536,2.2088,20.6947,51.7367,220.8234,6.8487,39.4677,54.576,21.8429,223.6069,12.4087,39.3909,79.6679,78.2981,74.2086,19.8795,70.0146,40.7604,7.5359,353.5351,106.52,37.2649,4.1722,11.2269,231.9114,28.9603
1953,24,20.5012,7.952,2.2365,14.3578,35.8946,186.1248,3.6041,24.0833,32.5116,22.1165,148.5269,10.4647,39.8843,103.9783,39.5443,43.4159,20.1285,44.5516,50.7703,6.3517,194.8394,71.9739,41.3599,4.2245,7.7891,173.1696,29.323
1953,25,15.0948,5.8549,1.6467,11.2495,28.1239,139.3374,7.4554,20.1731,24.8827,16.2841,116.9587,9.0564,29.3662,102.441,17.009,35.6094,14.8203,41.2863,52.4791,4.7551,207.2473,75.7684,80.5494,3.1104,6.1029,132.9206,21.5901
1953,26,15.9992,6.2058,1.7454,10.2629,25.6573,165.6445,4.3324,20.9983,34.2373,17.2598,238.7757,4.8579,31.1258,88.0816,10.8046,41.7377,15.7083,33.2694,58.4226,5.6528,278.786,97.1959,30.6736,3.2968,5.5676,113.9016,22.8837
1953,27,22.7239,8.8141,2.479,8.2511,20.6277,147.9945,6.7354,13.6386,25.477,24.5143,150.6009,7.1141,44.2084,182.1167,16.7334,32.3274,22.3108,30.6334,62.0867,5.0505,353.3367,115.143,26.4947,4.6825,4.4762,91.1867,32.5021
1953,28,17.8848,6.9371,1.9511,8.5821,21.4553,142.2254,4.9633,19.3619,25.3086,19.2939,348.123,8.6104,34.7941,140.9409,45.48,33.478,17.5596,34.7604,58.5359,4.8536,275.0319,97.125,17.1689,3.6854,4.6558,83.6793,25.5807
1953,29,15.7256,6.0996,1.7155,7.6074,19.0184,120.5617,8.8874,17.4169,33.5077,16.9646,266.6141,8.7331,30.5935,114.1983,41.2246,34.7331,15.4397,39.9973,56.0813,4.1143,234.7513,84.3873,11.9504,3.2404,4.127,78.515,22.4924
1953,30,18.2398,7.0748,1.9898,8.9323,22.3309,162.0222,3.4789,32.69,64.7726,19.6769,604.2559,7.777,35.4847,112.7889,66.4217,29.7837,17.9082,55.9106,60.5389,5.5292,285.56,101.8674,21.1127,3.7585,4.8458,98.5026,26.0884
1953,31,20.6837,8.0228,2.2564,10.0895,25.2237,147.5421,3.022,16.8529,29.0011,22.3134,460.2551,1.624,40.2393,94.5539,42.2399,28.7953,20.3077,34.967,40.3879,5.035,150.7303,55.6753,6.3117,4.2621,5.4735,93.2014,29.584
1953,32,16.1094,6.2485,1.7574,16.975,42.4376,168.6648,8.9239,26.5423,103.097,17.3786,686.2501,10.1193,31.34,90.6777,84.5529,49.645,15.8165,75.58,45.9237,5.7559,199.537,69.0541,10.7763,3.3195,9.209,125.1466,23.0413
1953,33,21.1087,8.1876,2.3028,13.7456,34.364,161.279,15.9911,34.1706,47.0517,22.7718,273.1331,12.9144,41.0659,151.6499,67.7191,44.7033,20.7249,48.84,56.1023,5.5038,268.1706,94.5961,15.5189,4.3497,7.457,133.3734,30.1918
1953,34,22.0815,8.5649,2.4089,11.6415,29.1039,91.5869,4.5996,23.2853,32.5233,23.8212,194.6517,3.1624,42.9585,122.6433,61.3833,36.7449,21.68,36.1299,58.2321,3.1255,274.3033,98.8119,14.3187,4.5501,6.3155,118.1087,31.5832
1953,35,19.7313,7.6533,2.1525,11.8793,29.6983,115.0274,6.4927,19.3531,28.069,21.2859,417.5421,5.8486,38.3863,106.1423,53.6796,27.4223,19.3725,39.7141,40.4846,3.9254,173.998,59.8953,14.4017,4.0658,6.4445,108.2166,28.2217
1953,36,14.8745,5.7695,1.6227,21.6033,54.0081,238.9943,9.8419,42.9039,87.3699,16.0464,1118.7507,13.995,28.9377,104.9389,100.4204,51.5441,14.6041,96.389,49.9367,8.156,218.6331,75.8287,3.0771,3.0651,11.7198,140.5064,21.2751
1953,37,17.6712,6.8543,1.9278,26.1194,65.2986,280.6288,5.8817,38.3124,86.7803,19.0634,504.3439,12.867,34.3785,92.1681,120.4713,62.7127,17.3499,74.856,44.6261,9.5768,192.8504,66.6019,13.2357,3.6413,14.1698,187.0164,25.2751
1953,38,16.5435,6.4169,1.8047,13.6489,34.1221,204.8305,3.1066,25.7711,42.5494,17.8469,273.0434,3.6407,32.1846,83.3976,79.1806,42.7704,16.2427,51.4624,35.0487,6.9901,148.74,50.8077,5.869,3.409,7.4045,159.8467,23.6622
1953,39,14.6058,5.6653,1.5934,11.9502,29.8756,196.1807,4.0411,26.8387,35.5061,15.7566,316.938,5.9463,28.415,83.1349,71.4654,45.0461,14.3403,43.9541,35.3297,6.6949,149.8911,51.3029,14.0926,3.0097,6.483,148.8263,20.8908
1953,40,13.0424,5.0589,1.4228,9.4527,23.6317,168.7709,9.203,22.2896,32.1077,14.0699,163.4671,11.5109,25.3733,88.3836,57.1637,33.3313,12.8052,34.3939,39.3073,5.7595,347.5914,104.4929,14.403,2.6875,5.1281,120.0841,18.6545
1953,41,19.6837,7.6349,2.1473,8.4707,21.1767,149.6681,6.8769,32.7839,33.249,21.2345,167.1747,16.5873,38.2936,102.7444,36.9107,46.2424,19.3258,33.536,59.1463,5.1076,255.2266,90.7531,20.5331,4.056,4.5953,104.3779,28.1536
1953,42,18.6135,7.2198,2.0306,8.6238,21.5596,147.5805,3.8834,39.2353,30.9024,20.0801,393.2333,7.6154,36.2118,91.0171,47.8251,41.6359,18.2751,37.872,48.7094,5.0364,180.0083,67.6774,10.7387,3.8355,4.6784,100.0426,26.623
1953,43,16.231,6.2957,1.7707,10.9909,27.4771,180.1854,1.8244,44.1943,43.7727,17.5098,241.6921,5.6151,31.5767,78.6961,68.072,45.819,15.9359,48.5681,45.3324,6.149,174.502,63.9587,3.4719,3.3446,5.9625,103.5577,23.2153
1953,44,12.3782,4.8013,1.3504,14.6025,36.5061,180.9814,2.0306,50.7157,67.1474,13.3535,317.963,4.6781,24.0813,72.5591,84.1984,54.4841,12.1532,74.4917,40.0447,6.1762,171.5401,59.0623,7.7149,2.5507,7.9218,118.5994,17.7046
1953,45,13.376,5.1883,1.4592,15.8324,39.581,184.9389,8.1147,37.8021,72.996,14.4299,310.2854,16.511,26.0225,73.4369,115.0891,81.4706,13.1328,85.1079,55.1827,6.3113,293.5026,96.3974,1.9776,2.7563,8.5891,147.6203,19.1318
1953,46,13.89,5.3876,1.5153,22.2262,55.5656,186.7574,8.0421,39.3984,88.077,14.9843,737.769,11.8396,27.0223,71.917,133.9616,97.0379,13.6374,114.974,56.6431,6.3733,248.6686,89.1743,4.8693,2.8622,12.0577,193.7774,19.8669
1953,47,15.2516,5.9158,1.6638,12.0317,30.0793,192.8056,1.8811,43.578,140.6371,16.4532,702.991,8.4679,29.6713,64.2351,188.2283,79.3286,14.9743,256.363,30.7717,6.5797,123.2546,42.6809,3.1727,3.1428,6.5272,224.1381,21.8144
1953,48,12.7653,4.9514,1.3926,35.8685,89.6713,323.5402,4.9107,36.7746,187.7324,13.771,655.2909,9.3589,24.8343,63.2346,408.8689,276.2501,12.5332,230.2423,35.529,11.0412,151.1229,51.692,1.724,2.6304,19.4587,443.4113,18.2582
1953,49,11.5205,4.4686,1.2568,20.5874,51.4684,331.0266,1.4927,42.8336,108.3237,12.4282,812.012,4.5324,22.4126,60.3063,172.113,123.3561,11.311,153.6144,29.08,11.2967,121.2189,40.9216,3.7044,2.3739,11.1686,393.4173,16.4778
1953,50,12.3349,4.7844,1.3456,24.8879,62.2199,365.2389,9.575,37.5867,126.0594,13.3067,544.4116,7.7473,23.997,62.978,264.4194,188.2367,12.1106,155.9089,40.671,12.4642,174.9301,60.241,5.7106,2.5417,13.5017,443.0053,17.6426
1953,51,13.6177,5.282,1.4856,16.2822,40.7056,317.1115,3.7094,43.6389,71.0384,14.6906,515.1321,13.7433,26.4926,59.6171,169.54,82.782,13.3701,105.0161,31.1697,10.8218,131.1691,44.5423,1.1361,2.8061,8.8331,339.5609,19.4774
1953,52,11.2426,4.3608,1.2265,17.5318,43.8296,271.2048,4.605,38.2293,95.5135,12.1284,324.14,7.7244,21.8721,53.6643,363.4556,200.7328,11.0382,150.6144,30.5924,9.2552,128.59,43.6254,0.0011,2.3167,9.511,298.8263,16.0804
1954,1,9.8718,3.8291,1.0769,16.3398,40.8494,225.3468,3.0989,32.7043,114.8599,10.6496,787.0989,7.0966,19.2052,49.8143,333.7504,145.378,9.6923,171.5347,28.4233,7.6902,118.2617,39.8357,0.001,2.0342,8.8643,279.3679,14.1197
1954,2,10.7462,4.1682,1.1723,18.5524,46.381,297.6994,5.1616,37.2297,66.4174,11.5929,366.3911,13.8543,20.9063,49.8884,248.7051,201.7913,10.5508,107.9851,35.9601,10.1593,152.801,52.314,0.001,2.2144,10.0647,316.3817,15.3703
1954,3,9.8051,3.8032,1.0696,10.6193,26.5481,255.7464,1.2016,22.0593,40.836,10.5777,154.8613,2.008,19.0754,46.9583,162.4741,55.6181,9.6268,72.7521,23.421,8.7276,91.1969,30.1336,0.001,2.0204,5.7609,233.424,14.0243
1954,4,10.437,4.0483,1.1386,9.1479,22.8699,206.2715,0.8373,15.9793,29.6641,11.2593,107.463,0.8747,20.3047,45.3156,138.3194,84.1843,10.2472,60.99,23.4939,7.0393,92.3466,30.83,0.001,2.1507,4.9628,173.9973,14.928
1954,5,11.5028,4.4617,1.2548,14.5563,36.3909,155.0673,4.3001,26.6136,93.6019,12.409,316.0724,14.7633,22.3781,43.6013,466.8256,184.1391,11.2936,194.8696,27.5536,5.2919,112.4756,37.924,0,2.3703,7.8968,177.6494,16.4524
1954,6,9.952,3.8602,1.0857,17.7897,44.4743,195.5524,2.1806,35.5953,75.864,10.736,597.8664,7.0929,19.3611,43.1414,219.6086,159.0627,9.771,128.6571,25.9596,6.6735,99.716,31.7257,0,2.0507,9.6509,246.661,14.2343
1954,7,9.5114,3.6893,1.0376,11.4926,28.7314,187.9515,0.89,19.0986,55.608,10.2608,270.8871,12.2963,18.504,40.6773,198.3684,93.515,9.3384,86.0584,22.7161,6.4141,85.23,26.911,0,1.9599,6.2347,222.9633,13.6042
1954,8,11.6106,4.5035,1.2666,9.7398,24.3494,180.6922,0.4976,17.0094,47.4723,12.5254,277.1844,4.976,22.5879,40.6337,317.4776,129.7639,11.3995,94.6607,24.5951,6.1663,97.9116,32.3757,0,2.3925,5.2838,211.0714,16.6066
1954,9,11.1133,4.3106,1.2124,8.4315,21.0787,181.6311,0.449,5.4363,40.5673,11.9889,170.33,4.4587,21.6204,41.0171,197.6237,91.5587,10.9112,77.4603,22.2793,6.1984,82.0027,25.8006,0.7551,2.29,4.5741,197.0217,15.8954
1954,10,17.5077,6.7909,1.9099,9.8119,24.5297,179.6913,25.647,5.6284,79.3971,18.8871,702.468,8.0867,34.0604,82.3997,306.8179,142.9794,17.1894,94.2934,28.0609,6.1322,239.7533,76.692,21.5126,3.6076,5.3229,230.6913,25.0413
1954,11,10.8296,4.2006,1.1814,15.9157,39.7891,207.6418,9.381,11.3254,90.6207,11.6829,383.8064,7.0981,21.0685,57.1717,245.0054,130.434,10.6327,124.9629,40.576,7.086,133.5167,52.5566,11.1349,2.2316,8.6342,267.0437,15.4896
1954,12,9.8352,3.8149,1.0729,13.7351,34.3377,218.4258,5.6836,13.9,76.4564,10.6101,513.1121,5.3381,19.1339,45.2016,149.6201,104.7084,9.6564,89.9261,23.2877,7.454,90.5336,29.8419,0.5964,2.0266,7.4513,274.4519,14.0673
1954,13,11.6807,4.5307,1.2743,17.6537,44.1341,224.0857,2.605,20.3654,85.4477,12.601,669.4301,6.7136,22.7242,41.8416,146.2234,89.2514,11.4683,91.9031,20.3581,7.6472,66.3084,18.3984,17.7083,2.4069,9.5771,299.2366,16.7069
1954,14,10.2589,3.9792,1.1192,11.8999,29.7499,205.7724,1.1973,14.2073,35.7006,11.0672,240.6859,3.8674,19.9583,51.1906,64.1557,52.2586,10.0724,57.1127,19.1389,7.0222,57.6184,14.0503,161.6434,2.114,6.4557,226.5104,14.6734
1954,15,12.0669,4.6805,1.3164,11.6903,29.2257,128.4154,8.8914,10.5417,38.1707,13.0176,258.1216,7.8504,23.4756,43.7434,77.7513,53.5561,11.8475,50.4356,27.5446,4.3823,109.2129,35.696,20.288,2.4865,6.342,183.9596,17.2594
1954,16,12.811,4.9691,1.3976,17.4143,43.5359,219.9593,3.4627,17.5857,68.7336,13.8203,474.6314,4.9629,24.9231,56.0926,83.508,68.7733,12.578,71.0484,30.3343,7.5064,126.6559,42.9347,50.6917,2.6398,9.4473,175.7693,18.3235
1954,17,10.1689,3.9443,1.1093,11.6395,29.0989,198.1632,1.3064,8.1586,34.3303,10.9701,240.2841,1.7311,19.7831,53.569,84.8654,43.78,9.984,47.9841,24.5719,6.7625,90.48,27.6546,38.216,2.0954,6.3145,152.2547,14.5446
1954,18,10.2122,3.9611,1.1141,10.1723,25.4307,174.258,2.059,13.573,31.2577,11.0168,153.6583,3.6794,19.8674,46.098,73.2404,35.4406,10.0266,40.9653,24.5917,5.9468,93.5544,29.6867,28.6209,2.1043,5.5185,127.1414,14.6066
1954,19,10.8163,4.1954,1.18,10.8305,27.0761,154.8801,7.9247,24.6206,30.1544,11.6685,111.2517,7.6756,21.0427,51.8176,27.8721,50.8506,10.6197,43.9043,26.559,5.2855,108.8447,36.5596,17.6453,2.2288,5.8755,107.2016,15.4706
1954,20,13.3861,5.1922,1.4603,8.98,22.45,135.4016,14.4779,15.8849,29.1026,14.4407,104.1074,7.4717,26.042,53.4686,57.1169,51.3459,13.1427,37.018,24.3053,4.6207,96.9524,32.5164,28.8439,2.7583,4.8716,90.8643,19.1461
1954,21,14.9981,5.8174,1.6362,9.776,24.44,131.8043,9.6439,18.3584,26.9429,16.1797,91.838,7.9416,29.178,77.9606,61.5157,56.0973,14.7254,34.0839,45.9351,4.498,208.0016,72.5467,35.2313,3.0905,5.3035,83.227,21.4518
1954,22,10.9098,4.2317,1.1902,8.5651,21.4129,109.9089,1.7193,13.1277,20.5017,11.7693,246.4896,2.4674,21.2245,55.8699,43.2334,27.8546,10.7114,29.2606,24.0454,3.7508,94.9937,31.9959,13.1594,2.2481,4.6466,74.6099,15.6043
1954,23,14.2171,5.5145,1.551,8.0518,20.1294,101.2033,2.3786,10.9646,25.479,15.3372,414.804,9.5971,27.6587,51.053,47.6183,35.1184,13.9586,29.0826,30.401,3.4537,124.5893,42.5956,9.0269,2.9296,4.3681,72.564,20.3347
1954,24,15.2984,5.9339,1.6689,19.4465,48.6161,153.1903,24.2433,33.5511,123.1086,16.5037,1391.6077,16.8331,29.7622,53.2114,102.2136,55.4566,15.0202,77.2909,37.0413,5.2278,157.9954,54.1923,20.4146,3.1524,10.5497,99.914,21.8813
1954,25,16.1994,6.2834,1.7672,32.6501,81.6251,192.1269,5.6716,35.484,45.6124,17.4758,475.2011,4.374,31.5153,68.2204,92.0953,87.0116,15.9049,88.5967,40.0166,6.5566,171.7963,59.0689,23.557,3.3381,17.7127,154.5499,23.1701
1954,26,11.2268,4.3547,1.2247,17.6695,44.1737,162.49,1.8689,20.497,54.1913,12.1114,1002.4613,7.8716,21.8413,53.1673,61.3276,39.1923,11.0227,47.3947,23.9023,5.5452,95.1714,31.883,12.5701,2.3134,9.5857,142.9123,16.0578
1954,27,13.5362,5.2504,1.4767,20.8066,52.0164,176.1432,3.649,27.5903,63.9494,14.6027,600.8743,7.8389,26.3341,50.7096,67.4026,47.9113,13.2901,61.7893,26.6866,6.0111,108.904,36.7583,2.5157,2.7893,11.2876,193.0703,19.3609
1954,28,12.1599,4.7166,1.3265,14.6457,36.6143,230.6515,2.3461,17.9527,34.6124,13.1179,242.9306,6.785,23.6565,53.2034,52.9547,26.6124,11.9388,40.8937,31.5147,7.8712,132.9823,45.2356,11.7799,2.5057,7.9453,156.3467,17.3923
1954,29,17.1405,6.6484,1.8699,13.9066,34.7666,215.6842,10.275,21.987,32.6893,18.491,184.7451,15.1081,33.3461,66.3531,59.0557,29.1261,16.8289,36.148,42.056,7.3605,181.123,62.4377,30.7874,3.532,7.5443,128.3579,24.5162
1954,30,14.159,5.492,1.5446,13.1482,32.8704,186.6535,5.2667,19.8366,41.6556,15.2746,295.754,11.297,27.5457,73.1861,41.017,43.7474,13.9016,36.148,38.2064,6.3698,162.8667,55.9774,38.1723,2.9176,7.1329,111.6239,20.2517
1954,31,13.8066,5.3553,1.5062,10.9298,27.3244,151.4985,1.9214,17.2766,23.4834,14.8944,151.1509,4.7317,26.8601,62.2296,45.8491,28.5656,13.5556,28.1899,30.8963,5.1701,129.773,44.0387,101.7813,2.845,5.9294,96.4777,19.7476
1954,32,12.6085,4.8906,1.3755,10.0519,25.1299,151.6003,4.2153,16.8221,33.4469,13.6019,207.4904,5.0523,24.5293,56.111,33.6319,23.8777,12.3793,30.0091,24.467,5.1735,96.0581,32.5719,94.669,2.5981,5.4532,82.024,18.034
1954,33,18.8961,7.3294,2.0614,14.3077,35.7691,162.4001,3.9886,32.8854,39.7446,20.3848,275.0434,9.7197,36.7614,117.3211,59.7301,49.3844,18.5525,39.021,48.5934,5.5421,292.5184,99.1809,69.6441,3.8937,7.7619,83.7914,27.0271
1954,34,16.5031,6.4012,1.8003,14.3041,35.7601,185.2938,5.5583,22.3767,40.8966,17.8033,495.3574,15.7871,32.106,78.6599,55.9209,54.562,16.203,39.021,43.3454,6.3234,163.6177,60.3754,24.2611,3.4006,7.76,87.2377,23.6044
1954,35,19.6169,7.609,2.14,15.2529,38.1323,180.2589,6.9983,34.7356,63.5349,21.1625,505.5967,11.2413,38.1638,82.5343,53.2979,38.5223,19.2602,40.5199,55.5706,6.1515,250.9659,88.1149,19.5591,4.0423,8.2747,94.8013,28.0581
1954,36,16.8068,6.519,1.8335,14.4714,36.1784,183.402,9.2717,26.0173,32.9153,18.131,422.8649,15.3677,32.6969,83.0733,39.924,32.3337,16.5013,35.5843,45.4364,6.2588,197.0794,68.3499,24.8747,3.4632,7.8507,100.2164,24.0389
1954,37,14.8578,5.763,1.6209,12.8811,32.2027,160.1007,2.4029,20.9851,28.89,16.0285,206.6491,4.0143,28.9053,81.438,11.9054,29.5243,14.5877,28.6201,46.0663,5.4636,200.3634,69.5304,24.0804,3.0616,6.988,92.6261,21.2512
1954,38,12.1847,4.7262,1.3292,13.0122,32.5304,148.838,1.804,24.0017,30.0421,13.1447,287.72,3.6626,23.7047,68.4667,4.918,32.9719,11.9631,29.9277,34.0423,5.0793,144.3456,49.318,25.2453,2.5108,7.0591,86.8106,17.4278
1954,39,11.2669,4.3702,1.2291,13.8094,34.5234,151.769,1.8446,27.0619,41.9397,12.1546,627.799,2.1914,21.9192,60.2253,26.7959,25.8014,11.062,31.3204,25.9043,5.1793,105.7801,35.4204,11.5607,2.3217,7.4916,90.2017,16.115
1954,40,12.7019,4.9268,1.3857,13.3485,33.3713,183.228,1.5616,28.0121,47.6364,13.7027,378.6969,8.207,24.711,54.7077,49.2743,39.8564,12.471,32.5094,26.8914,6.2529,110.57,37.1636,8.602,2.6174,7.2416,97.3143,18.1676
1954,41,12.1012,4.6938,1.3201,21.4423,53.6059,224.1955,3.1754,43.0961,96.3616,13.0546,1137.0567,8.1014,23.5423,51.1679,100.9266,54.1744,11.8811,89.5201,28.7523,7.6509,119.811,40.4371,7.5849,2.4936,11.6325,136.7047,17.3083
1954,42,9.9053,3.842,1.0806,15.6651,39.1629,227.1656,3.3576,30.467,46.6407,10.6857,388.1867,4.5427,19.2702,48.5184,66.8857,52.3086,9.7252,62.6337,22.7744,7.7523,88.542,29.8111,5.6854,2.0411,8.4983,162.1854,14.1675
1954,43,10.3424,4.0116,1.1283,14.0445,35.1113,219.6382,1.9659,29.3503,48.1227,11.1573,332.3937,2.9953,20.1207,47.5303,63.8977,43.2279,10.1544,57.4257,23.4341,7.4954,92.4526,31.0303,10.4727,2.1312,7.6191,155.9117,14.7928
1954,44,10.4425,4.0504,1.1392,18.7491,46.8727,242.7419,1.6869,32.7367,99.1356,11.2653,823.005,8.1393,20.3154,42.9313,103.2084,63.4847,10.2527,93.0064,22.6679,8.2838,87.6331,29.5277,6.2009,2.1518,10.1714,192.3674,14.936
1954,45,11.5572,4.4828,1.2608,19.3929,48.4821,269.6115,4.276,38.1431,113.9604,12.4678,440.7333,25.8659,22.484,42.3857,147.119,93.3759,11.3471,111.6497,30.8661,9.2008,126.3099,43.232,7.851,2.3815,10.5206,237.4889,16.5303
1954,46,11.09,4.3016,1.2098,23.3533,58.3833,325.5744,1.7597,38.4116,98.8941,11.9637,506.3621,8.8339,21.5751,42.7423,218.7889,133.2889,10.8883,147.693,27.6434,11.1106,114.069,38.4109,6.2616,2.2852,12.6692,303.6409,15.862
1954,47,9.2511,3.5883,1.0092,15.5931,38.9827,279.2726,2.6053,26.2897,69.5034,9.98,372.1673,5.0936,17.9976,42.5121,134.3983,80.8904,9.0829,93.5486,24.4556,9.5305,96.5096,32.646,28.0047,1.9063,8.4592,264.8787,13.2319
1954,48,10.8698,4.2161,1.1858,14.2149,35.5373,252.7369,2.2939,26.8927,51.469,11.7262,410.1776,7.3967,21.1466,39.4544,141.9664,71.12,10.6721,92.9896,27.9161,8.6249,114.1689,38.4621,8.0657,2.2398,7.7116,240.1121,15.547
